"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4,2024.2/4,2024.3/4,2024.4/4,2025.1/4,2025.2/4,2025.3/4,2025.4/4,2026.1/4 p)
"아시아","기타 아시아","소계",농축수산물,소계,계,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","기타 아시아","소계",농축수산물,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","기타 아시아","소계",농축수산물,소계,면세점 이외,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","기타 아시아","소계",생활·자동차용품,소계,계,,,,,0,1,0,3,0,2,5,1,4,5,7,10,10
"아시아","기타 아시아","소계",생활·자동차용품,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","기타 아시아","소계",생활·자동차용품,소계,면세점 이외,,,,,0,1,0,3,0,2,5,1,4,5,7,10,10
"아시아","기타 아시아","소계",기 타,소계,계,,,,,40,64,87,203,224,165,169,230,117,187,154,663,951
"아시아","기타 아시아","소계",기 타,소계,면세점,,,,,0,0,0,0,0,0,17,0,0,0,0,0,0
"아시아","기타 아시아","소계",기 타,소계,면세점 이외,,,,,40,64,87,203,224,165,152,230,117,187,154,663,951
"북미","소계","소계",합계,소계,계,,,,,82512,99786,120050,127160,142266,159024,175708,205447,207204,203742,219446,267616,260920
"북미","소계","소계",합계,소계,면세점,,,,,239,374,1118,1739,697,1446,1353,2198,2073,2712,2804,4194,3122
"북미","소계","소계",합계,소계,면세점 이외,,,,,82273,99412,118932,125421,141569,157578,174355,203249,205131,201030,216642,263422,257798
"북미","소계","소계",컴퓨터 및 주변기기,소계,계,,,,,6455,6288,9181,16101,8705,12582,12913,19411,10654,12903,15467,27635,11120
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,,,,,6455,6288,9181,16101,8705,12582,12913,19411,10654,12903,15467,27635,11120
"북미","소계","소계",가전·전자·통신기기,소계,계,,,,,1198,1334,766,1345,787,1599,644,1390,1021,866,1062,1330,746
"북미","소계","소계",가전·전자·통신기기,소계,면세점,,,,,7,15,29,50,22,65,71,80,61,71,85,115,79
"북미","소계","소계",가전·전자·통신기기,소계,면세점 이외,,,,,1191,1319,737,1295,766,1537,573,1310,960,796,977,1215,667
"북미","소계","소계",가전·전자·통신기기,가전·전자,계,,,,,1067,1204,730,1317,723,1566,609,1352,980,826,1032,1289,738
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점,,,,,7,15,15,50,21,59,69,80,58,67,83,115,75
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,,,,,1060,1189,715,1267,702,1507,540,1272,922,759,949,1174,663
"북미","소계","소계",가전·전자·통신기기,통신기기,계,,,,,131,130,36,28,65,36,35,38,41,41,30,41,8
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점,,,,,0,0,14,0,1,6,2,0,3,4,2,0,4
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,,,,,131,130,22,28,64,30,33,38,38,37,28,41,4
"북미","소계","소계",소프트웨어,소계,계,,,,,242,48,55,238,69,30,46,271,70,32,48,211,68
"북미","소계","소계",소프트웨어,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","소계","소계",소프트웨어,소계,면세점 이외,,,,,242,48,55,238,69,30,46,271,70,32,48,211,68
"북미","소계","소계",서 적,소계,계,,,,,3223,1653,1702,1892,1375,1121,1329,1563,1570,1010,1133,1261,1047
"북미","소계","소계",서 적,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","소계","소계",서 적,소계,면세점 이외,,,,,3223,1653,1702,1892,1375,1121,1329,1563,1570,1010,1133,1261,1047
"북미","소계","소계",사무·문구,소계,계,,,,,2101,1618,1881,1969,1405,2146,1830,2480,2764,2220,2489,3610,1796
"북미","소계","소계",사무·문구,소계,면세점,,,,,0,0,0,0,0,1,0,0,0,2,1,4,1
"북미","소계","소계",사무·문구,소계,면세점 이외,,,,,2101,1618,1881,1969,1405,2145,1830,2480,2764,2218,2488,3606,1795
"북미","소계","소계",음반·비디오·악기,소계,계,,,,,14186,17228,13254,20018,11937,14758,12798,14153,14292,14681,14880,16271,21344
"북미","소계","소계",음반·비디오·악기,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","소계","소계",음반·비디오·악기,소계,면세점 이외,,,,,14186,17228,13254,20018,11937,14758,12798,14153,14292,14681,14880,16271,21344
"북미","소계","소계",의류 및 패션 관련 상품,소계,계,,,,,23284,23382,23895,33597,29894,34500,32698,33569,21067,23342,22288,24766,18461
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점,,,,,26,50,100,164,98,168,167,234,203,310,340,434,289
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,,,,,23258,23332,23795,33433,29796,34332,32531,33335,20864,23032,21948,24332,18172
"북미","소계","소계",스포츠·레저용품,소계,계,,,,,694,1041,927,959,969,1181,820,1584,1027,1064,1223,1127,1315
"북미","소계","소계",스포츠·레저용품,소계,면세점,,,,,0,0,0,0,0,0,1,2,2,4,4,3,6
"북미","소계","소계",스포츠·레저용품,소계,면세점 이외,,,,,694,1041,927,959,969,1181,819,1582,1025,1060,1219,1124,1309
"북미","소계","소계",화장품,소계,계,,,,,15056,26599,47805,27204,66875,68810,84428,101528,115150,116167,125315,155709,157645
"북미","소계","소계",화장품,소계,면세점,,,,,134,213,874,1376,433,1014,913,1523,1563,1885,1991,3043,2311
"북미","소계","소계",화장품,소계,면세점 이외,,,,,14922,26386,46931,25828,66442,67796,83515,100005,113587,114282,123324,152666,155334
"북미","소계","소계",아동·유아용품,소계,계,,,,,811,556,721,643,716,531,517,650,622,773,1127,883,859
"북미","소계","소계",아동·유아용품,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
"북미","소계","소계",아동·유아용품,소계,면세점 이외,,,,,811,556,721,643,716,531,517,650,622,773,1126,883,858
"북미","소계","소계",음·식료품,소계,계,,,,,3208,4175,4020,4626,4490,4176,4375,6064,6701,6363,7164,5895,5765
"북미","소계","소계",음·식료품,소계,면세점,,,,,72,96,115,149,144,197,190,356,240,433,375,589,432
"북미","소계","소계",음·식료품,소계,면세점 이외,,,,,3136,4079,3905,4477,4346,3979,4185,5708,6461,5930,6789,5306,5333
"북미","소계","소계",농축수산물,소계,계,,,,,19,12,10,10,8,8,5,9,6,6,4,5,5
"북미","소계","소계",농축수산물,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","소계","소계",농축수산물,소계,면세점 이외,,,,,19,12,10,10,8,8,5,9,6,6,4,5,5
"북미","소계","소계",생활·자동차용품,소계,계,,,,,1611,2582,3652,2790,2319,3382,3944,5146,10052,2801,3084,3037,2632
"북미","소계","소계",생활·자동차용품,소계,면세점,,,,,0,0,0,0,0,1,11,3,4,7,7,6,3
"북미","소계","소계",생활·자동차용품,소계,면세점 이외,,,,,1611,2582,3652,2790,2319,3381,3933,5143,10048,2794,3077,3031,2629
"북미","소계","소계",기 타,소계,계,,,,,10424,13270,12181,15768,12716,14197,19361,17629,22208,21513,24162,25876,38117
"북미","소계","소계",기 타,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","소계","소계",기 타,소계,면세점 이외,,,,,10424,13270,12181,15768,12716,14197,19361,17629,22208,21513,24162,25876,38117
"북미","미국","소계",합계,소계,계,55878,50779,49997,56551,79722,96924,116718,122318,138823,154675,169051,200528,200997,197266,213657,258688,252057
"북미","미국","소계",합계,소계,면세점,127,220,222,362,222,362,1084,1700,670,1416,1326,2152,2041,2674,2761,4137,3064
"북미","미국","소계",합계,소계,면세점 이외,55751,50559,49775,56189,79500,96562,115634,120618,138153,153259,167725,198376,198956,194592,210896,254551,248993
"북미","미국","소계",컴퓨터 및 주변기기,소계,계,1020,976,839,1019,6191,5816,8332,14687,8100,11792,11831,17795,9722,12036,14470,25628,10382
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점 이외,1020,976,839,1019,6191,5816,8332,14687,8100,11792,11831,17795,9722,12036,14470,25628,10382
"북미","미국","소계",가전·전자·통신기기,소계,계,472,541,537,602,1128,1306,713,1293,758,1548,602,1308,955,826,1020,1245,707
"북미","미국","소계",가전·전자·통신기기,소계,면세점,0,3,1,6,6,14,16,50,22,61,68,78,61,67,79,114,76
"북미","미국","소계",가전·전자·통신기기,소계,면세점 이외,472,538,536,596,1122,1292,697,1243,737,1489,534,1230,894,760,941,1131,631
"북미","미국","소계",가전·전자·통신기기,가전·전자,계,,,,,1016,1181,692,1268,697,1515,567,1279,916,786,994,1208,701
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점,,,,,6,14,15,50,21,56,66,78,58,63,79,114,74
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점 이외,,,,,1010,1167,677,1218,676,1459,501,1201,858,723,915,1094,627
"북미","미국","소계",가전·전자·통신기기,통신기기,계,,,,,112,125,21,25,62,35,35,29,39,41,26,37,6
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점,,,,,0,0,1,0,1,5,2,0,3,4,0,0,2
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점 이외,,,,,112,125,20,25,61,30,33,29,36,37,26,37,4
"북미","미국","소계",소프트웨어,소계,계,88,50,87,268,240,48,55,238,69,30,46,271,70,32,44,211,68
"북미","미국","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",소프트웨어,소계,면세점 이외,88,50,87,268,240,48,55,238,69,30,46,271,70,32,44,211,68
"북미","미국","소계",서 적,소계,계,1568,1361,1434,1306,3131,1591,1630,1765,1321,1075,1278,1486,1495,979,1090,1198,1002
"북미","미국","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",서 적,소계,면세점 이외,1568,1361,1434,1306,3131,1591,1630,1765,1321,1075,1278,1486,1495,979,1090,1198,1002
"북미","미국","소계",사무·문구,소계,계,629,943,290,1032,2000,1522,1758,1816,1327,2024,1615,2259,2516,2060,2307,3314,1658
"북미","미국","소계",사무·문구,소계,면세점,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,1
"북미","미국","소계",사무·문구,소계,면세점 이외,629,943,290,1031,2000,1522,1758,1816,1327,2023,1615,2259,2516,2058,2306,3310,1657
"북미","미국","소계",음반·비디오·악기,소계,계,7348,7884,7589,6992,13271,16605,12751,19054,11498,13958,12276,13555,13850,13983,14323,15716,20151
"북미","미국","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",음반·비디오·악기,소계,면세점 이외,7348,7884,7589,6992,13271,16605,12751,19054,11498,13958,12276,13555,13850,13983,14323,15716,20151
"북미","미국","소계",의류 및 패션 관련 상품,소계,계,20257,20987,20138,25312,22857,23237,23468,33080,29490,34106,32360,33101,20734,22959,21959,24418,18124
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점,6,32,38,40,25,49,97,162,96,168,166,230,201,308,338,433,289
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점 이외,20251,20955,20100,25272,22832,23188,23371,32918,29394,33938,32194,32871,20533,22651,21621,23985,17835
"북미","미국","소계",스포츠·레저용품,소계,계,321,278,427,670,683,1022,912,945,938,1149,811,1504,1008,1044,1169,1090,1301
"북미","미국","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,6
"북미","미국","소계",스포츠·레저용품,소계,면세점 이외,321,278,427,670,683,1022,912,945,938,1149,810,1502,1006,1040,1165,1087,1295
"북미","미국","소계",화장품,소계,계,9537,7245,7407,9535,14534,25686,46995,26582,65485,67172,80779,100477,111815,112567,122408,150951,153063
"북미","미국","소계",화장품,소계,면세점,99,133,108,208,130,208,864,1359,420,1004,901,1503,1550,1873,1976,3021,2287
"북미","미국","소계",화장품,소계,면세점 이외,9438,7112,7299,9327,14404,25478,46131,25223,65065,66168,79878,98974,110265,110694,120432,147930,150776
"북미","미국","소계",아동·유아용품,소계,계,572,529,353,539,776,541,703,629,710,508,512,638,612,768,1113,861,850
"북미","미국","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"북미","미국","소계",아동·유아용품,소계,면세점 이외,572,529,353,539,776,541,703,629,710,508,512,638,612,768,1112,861,849
"북미","미국","소계",음·식료품,소계,계,1769,1210,1070,920,3177,4153,3976,4469,4358,4054,4274,5768,6434,6098,6908,5600,5493
"북미","미국","소계",음·식료품,소계,면세점,22,52,75,107,61,91,107,129,132,181,179,336,223,413,355,556,401
"북미","미국","소계",음·식료품,소계,면세점 이외,1747,1158,995,813,3116,4062,3869,4340,4226,3873,4095,5432,6211,5685,6553,5044,5092
"북미","미국","소계",농축수산물,소계,계,10,15,10,9,19,12,10,10,8,8,5,9,6,6,4,5,5
"북미","미국","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",농축수산물,소계,면세점 이외,10,15,10,9,19,12,10,10,8,8,5,9,6,6,4,5,5
"북미","미국","소계",생활·자동차용품,소계,계,528,532,1399,1830,1586,2556,3620,2754,2298,3294,3733,5115,9884,2663,2951,2929,2408
"북미","미국","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,1,11,3,4,7,7,6,3
"북미","미국","소계",생활·자동차용품,소계,면세점 이외,528,532,1399,1830,1586,2556,3620,2754,2298,3293,3722,5112,9880,2656,2944,2923,2405
"북미","미국","소계",기 타,소계,계,11759,8228,8416,6520,10129,12829,11795,14996,12462,13955,18929,17242,21896,21244,23891,25522,36845
"북미","미국","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",기 타,소계,면세점 이외,11759,8228,8416,6520,10129,12829,11795,14996,12462,13955,18929,17242,21896,21244,23891,25522,36845
"북미","캐나다","소계",합계,소계,계,,,,,2790,2862,3332,4842,3443,4349,6657,4919,6207,6476,5789,8928,8863
"북미","캐나다","소계",합계,소계,면세점,,,,,17,12,34,39,27,30,27,46,32,38,43,57,58
"북미","캐나다","소계",합계,소계,면세점 이외,,,,,2773,2850,3298,4803,3416,4319,6630,4873,6175,6438,5746,8871,8805
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,계,,,,,264,472,849,1414,605,790,1082,1616,932,867,997,2007,738
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점 이외,,,,,264,472,849,1414,605,790,1082,1616,932,867,997,2007,738
"북미","캐나다","소계",가전·전자·통신기기,소계,계,,,,,70,28,53,52,29,51,42,82,66,40,42,85,39
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점,,,,,1,1,13,0,0,4,3,2,0,4,6,1,3
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점 이외,,,,,69,27,40,52,29,48,39,80,66,36,36,84,36
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,계,,,,,51,23,38,49,26,51,42,73,64,40,38,81,37
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점,,,,,1,1,0,0,0,3,3,2,0,4,4,1,1
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점 이외,,,,,50,22,38,49,26,48,39,71,64,36,34,80,36
"북미","캐나다","소계",가전·전자·통신기기,통신기기,계,,,,,19,5,15,3,3,1,0,9,2,0,4,4,2
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점,,,,,0,0,13,0,0,1,0,0,0,0,2,0,2
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점 이외,,,,,19,5,2,3,3,0,0,9,2,0,2,4,0
"북미","캐나다","소계",소프트웨어,소계,계,,,,,2,0,0,0,0,0,0,0,0,0,4,0,0
"북미","캐나다","소계",소프트웨어,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",소프트웨어,소계,면세점 이외,,,,,2,0,0,0,0,0,0,0,0,0,4,0,0
"북미","캐나다","소계",서 적,소계,계,,,,,92,62,72,127,54,46,51,77,75,31,43,63,45
"북미","캐나다","소계",서 적,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",서 적,소계,면세점 이외,,,,,92,62,72,127,54,46,51,77,75,31,43,63,45
"북미","캐나다","소계",사무·문구,소계,계,,,,,101,96,123,153,78,122,215,221,248,160,182,296,138
"북미","캐나다","소계",사무·문구,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",사무·문구,소계,면세점 이외,,,,,101,96,123,153,78,122,215,221,248,160,182,296,138
"북미","캐나다","소계",음반·비디오·악기,소계,계,,,,,915,623,503,964,439,800,522,598,442,698,557,555,1193
"북미","캐나다","소계",음반·비디오·악기,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",음반·비디오·악기,소계,면세점 이외,,,,,915,623,503,964,439,800,522,598,442,698,557,555,1193
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,계,,,,,427,145,427,517,404,394,338,468,333,383,329,348,337
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점,,,,,1,1,3,2,2,0,1,4,2,2,2,1,0
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점 이외,,,,,426,144,424,515,402,394,337,464,331,381,327,347,337
"북미","캐나다","소계",스포츠·레저용품,소계,계,,,,,11,19,15,14,31,32,9,80,19,20,54,37,14
"북미","캐나다","소계",스포츠·레저용품,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",스포츠·레저용품,소계,면세점 이외,,,,,11,19,15,14,31,32,9,80,19,20,54,37,14
"북미","캐나다","소계",화장품,소계,계,,,,,522,913,810,622,1390,1638,3649,1051,3335,3600,2907,4758,4582
"북미","캐나다","소계",화장품,소계,면세점,,,,,4,5,10,17,13,10,12,20,13,12,15,22,24
"북미","캐나다","소계",화장품,소계,면세점 이외,,,,,518,908,800,605,1377,1628,3637,1031,3322,3588,2892,4736,4558
"북미","캐나다","소계",아동·유아용품,소계,계,,,,,35,15,18,14,6,23,5,12,10,5,14,22,9
"북미","캐나다","소계",아동·유아용품,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",아동·유아용품,소계,면세점 이외,,,,,35,15,18,14,6,23,5,12,10,5,14,22,9
"북미","캐나다","소계",음·식료품,소계,계,,,,,31,22,44,157,132,122,101,296,267,265,256,295,272
"북미","캐나다","소계",음·식료품,소계,면세점,,,,,11,5,8,20,12,16,11,20,17,20,20,33,31
"북미","캐나다","소계",음·식료품,소계,면세점 이외,,,,,20,17,36,137,120,106,90,276,250,245,236,262,241
"북미","캐나다","소계",농축수산물,소계,계,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",농축수산물,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",농축수산물,소계,면세점 이외,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",생활·자동차용품,소계,계,,,,,25,26,32,36,21,88,211,31,168,138,133,108,224
"북미","캐나다","소계",생활·자동차용품,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",생활·자동차용품,소계,면세점 이외,,,,,25,26,32,36,21,88,211,31,168,138,133,108,224
"북미","캐나다","소계",기 타,소계,계,,,,,295,441,386,772,254,242,432,387,312,269,271,354,1272
"북미","캐나다","소계",기 타,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","캐나다","소계",기 타,소계,면세점 이외,,,,,295,441,386,772,254,242,432,387,312,269,271,354,1272
"유럽","소계","소계",합계,소계,계,,,,,16140,19090,31846,23182,21250,27418,27789,34085,34847,34659,36819,55635,62073
"유럽","소계","소계",합계,소계,면세점,,,,,88,216,160,56,41,72,101,139,98,198,194,238,157
"유럽","소계","소계",합계,소계,면세점 이외,,,,,16052,18874,31686,23126,21209,27346,27688,33946,34749,34461,36625,55397,61916
"유럽","소계","소계",컴퓨터 및 주변기기,소계,계,,,,,3824,3413,5304,6982,4231,6923,6545,8450,6592,7258,7039,10355,7907
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,,,,,3824,3413,5304,6982,4231,6923,6545,8450,6592,7258,7039,10355,7907
"유럽","소계","소계",가전·전자·통신기기,소계,계,,,,,277,324,427,477,684,327,244,332,463,324,381,870,506
"유럽","소계","소계",가전·전자·통신기기,소계,면세점,,,,,6,1,6,3,0,5,10,12,4,14,15,18,14
"유럽","소계","소계",가전·전자·통신기기,소계,면세점 이외,,,,,271,323,421,474,685,322,234,321,460,310,366,852,492
"유럽","소계","소계",가전·전자·통신기기,가전·전자,계,,,,,230,253,286,315,191,189,236,328,419,264,288,852,455
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점,,,,,0,1,6,3,0,5,10,10,4,14,15,18,14
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,,,,,230,252,280,312,191,184,226,318,415,250,273,834,441
"유럽","소계","소계",가전·전자·통신기기,통신기기,계,,,,,47,71,141,162,493,138,8,4,44,60,93,18,51
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점,,,,,6,0,0,0,0,0,0,2,0,0,0,0,0
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,,,,,41,71,141,162,493,138,8,2,44,60,93,18,51
"유럽","소계","소계",소프트웨어,소계,계,,,,,7,0,0,0,0,0,0,0,4,0,15,54,72
"유럽","소계","소계",소프트웨어,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","소계","소계",소프트웨어,소계,면세점 이외,,,,,7,0,0,0,0,0,0,0,4,0,15,54,72
"유럽","소계","소계",서 적,소계,계,,,,,213,182,304,329,177,152,155,274,231,104,224,492,357
"유럽","소계","소계",서 적,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","소계","소계",서 적,소계,면세점 이외,,,,,213,182,304,329,177,152,155,274,231,104,224,492,357
"유럽","소계","소계",사무·문구,소계,계,,,,,2559,2102,2916,3268,2124,2146,2428,2953,3187,2376,2954,3688,5108
"유럽","소계","소계",사무·문구,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","소계","소계",사무·문구,소계,면세점 이외,,,,,2559,2102,2916,3268,2124,2146,2428,2953,3187,2376,2954,3688,5108
"유럽","소계","소계",음반·비디오·악기,소계,계,,,,,3790,7338,12520,4976,2069,4346,2733,3605,3986,5297,4250,4509,8635
"유럽","소계","소계",음반·비디오·악기,소계,면세점,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"유럽","소계","소계",음반·비디오·악기,소계,면세점 이외,,,,,3790,7338,12520,4976,2069,4346,2733,3605,3986,5297,4250,4509,8635
"유럽","소계","소계",의류 및 패션 관련 상품,소계,계,,,,,767,1100,889,779,1201,1292,863,890,1280,1842,1675,2702,3319
